"评论编号","评论用户","评论微博","评论内容","sentiment"
"9702","嘟嘟5068","1113","好孩子","2"
"9703","呼伦贝尔骑兵","1113","挥手致意，快速通过就行了，鞠什么躬啊？！影响效率！不支持推广","2"
"9704","东海渔灯","1113","仿佛看到了一个未来的中国！","2"
"9705","艾德里安丶东","1113","仿佛看到了一个未来的中国！","2"
"9706","困不醒的夜","1113","我每次开车让行的时候，都自言自语着：快点快点快点～","0"
"9707","为啥昵称总是重复啊","1113","评论区里的杠精。。。。心急吃不了热豆腐不知道吗[挖鼻]","0"
"9708","tomijiacuo","1113","评论区里的杠精。。。。心急吃不了热豆腐不知道吗[挖鼻]","0"
"9709","云城C","1113","真的，要过快点过","0"
"9710","依111111依","1113","真的，要过快点过","0"
"9711","blackjack54","1113","就因为有这样高素质的家长，言传身教，大概过90年，青岛人文素质就能提高一大截","2"
"9712","这个大傻呀","1113","就因为有这样高素质的家长，言传身教，大概过90年，青岛人文素质就能提高一大截","2"
"9713","邻家公子哥","1113","就因为有这样高素质的家长，言传身教，大概过90年，青岛人文素质就能提高一大截","2"
"9714","S张立国","1113","就因为有这样高素质的家长，言传身教，大概过90年，青岛人文素质就能提高一大截","2"
"9715","邻家公子哥","1113","礼让行人是道路交通法律规定的，考驾照都有考到，因不礼让行人发生交通事故的司机全责，在你放这种新闻的时候把交通法普及一下可好？","1"
"9716","种花家欢玺兔","1113","礼让行人是道路交通法律规定的，考驾照都有考到，因不礼让行人发生交通事故的司机全责，在你放这种新闻的时候把交通法普及一下可好？","1"
"9717","小布丁wxm","1113","过完马路再敬礼不迟，不然这样太慢啦","0"
"9718","镀铜的金人","1113","感谢在于内心，挥挥手，一个微笑，一个点头都是感谢！这样鞠躬是奴性的锻炼吗","0"
"9719","飣書薴","1113","看到这个画面我就不自觉的笑了[可爱]真好","2"
"9720","三分之一热狗","1113","为什么要鞠躬？感谢不杀之恩吗。","2"
"9721","就是看看不想说话","1113","别再宣传此类新闻了，按章出行，您快走一步，谁别耽误谁[喵喵][摊手]","2"
"9722","就是看看不想说话","1113","别再宣传此类新闻了，按章出行，您快走一步，谁别耽误谁[喵喵][摊手]","2"
"9723","颖火为伴","1113","点赞[心]","2"
"9724","王大大25860","1113","山东：礼仪之邦","2"
"9725","壶壶壶微微","1113","家长是孩子的第一个老师","2"
"9726","可口可爱鱼","1113","言传身教的教育才应该提倡","2"
"9727","Elaine珡","1113","真心点赞","2"
"9728","大学学霸君","1113","希望的一代","2"
"9729","熊岳散人","1113","大道废，有仁义。","2"
"9730","Ashen2017哇","1113","作为南方人，第一次来青岛，觉得这里人很好，温暖：陌生人一起乘车会分东西给你吃，坐真情巴士，站着，有人旁边有空位会喊你坐。真暖。[泪]","2"
"9731","Tick1","1113","如果有人鞠躬的话，我心里肯定不爽，浪费我的时间。","0"
"9732","Tick1","1113","如果有人鞠躬的话，我心里肯定不爽，浪费我的时间。","0"
"9733","妤妃-","1113","全青岛的公交车都会礼让行人 这最让我佩服","2"
"9734","牛新悦","1113","全青岛的公交车都会礼让行人 这最让我佩服","2"
"9735","欧文2019","1113","全青岛的公交车都会礼让行人 这最让我佩服","2"
"9736","空江烟浪雪封枝","1113","全青岛的公交车都会礼让行人 这最让我佩服","2"
"9737","曹涤9822","1113","[中国赞]","2"
"9738","JN_小千","1113","[中国赞]","2"
"9739","哎you喂_","1113","耽误功夫","0"
"9740","丶不可描述","1113","耽误功夫","0"
"9741","司徒最爱沈煜伦","1113","[赞][赞][赞]","2"
"9742","安徽普法","1113","[话筒]","1"
"9743","种花家欢玺兔","1113","[话筒]","1"
"9744","哦这是__Lh","1113","[话筒]","1"
"9745","刘纯钢子","1113","青岛在这方面是全国的典范，","2"
"9746","young1225","1113","青岛在这方面是全国的典范，","2"
"9747","young1225","1113","青岛在这方面是全国的典范，","2"
"9748","泰泰泰好吃了","1113","我昨天坐地铁的时候 一个小朋友看到座位就抢着坐 后来她妈妈把他拉了起来 说让别人坐哦 大家都辛苦上了一天班了 你要懂事","2"
"9749","南宁房天下","1113","教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]","2"
"9750","板车6688","1113","我没去过青岛，是不是会发生“好人好事”[good][good][good]","2"
"9751","Kim甜玉米","1113","自己开车的时候礼让行人希望他们赶紧过去，自己当行人过马路也是赶紧小跑过去。感谢都留在心里。","2"
"9752","一抹淡绿呢","1113","车让人时，尽快通过才是最好的感谢","2"
"9753","春耕不忙","1113","正确的做法，这个妈妈应该抱起孩子快速通过、快速通过、快速通过。如果允许的话，竖个大拇指也就足够了。","2"
"9754","万千芳华兮","1113","教育的好榜样，致敬[good]点赞[good][鼓掌][鼓掌][鼓掌]","2"
"9755","代衎一","1113","教育的好榜样，致敬[good]点赞[good][鼓掌][鼓掌][鼓掌]","2"
"9756","代衎一","1113","宣传形式大于实际意义，教育孩子在平时的一点一滴，不是在大马路上多耽误路上每个人那几秒中，作为司机我最讨厌这种鞠躬的作秀行为，你怎么不跪地给我磕一个啊，本身车就是该让行人的，作为行人简单举手示意一下即可，别弄那么多秀，尤其大马路教育孩子让人觉得厌恶","0"
"9757","wpillar","1113","感动往往是相互的，每个人要想着做第一步，就会很好","2"
"9758","小西尔吃桃子","1113","高峰时间就别鞠躬了，平常还行","0"
"9759","雨之唇","1113","ZF咋就不感恩纳税人呢？！","0"
"9760","NiKo_王旺旺","1113","我路上推着孩子遇到遇到车让路的时候，都是马上开跑，赶紧跑过去[允悲]","0"
"9761","雨之唇","1113","ZF咋就不感恩纳税人呢？！","0"
"9762","NiKo_王旺旺","1113","我路上推着孩子遇到遇到车让路的时候，都是马上开跑，赶紧跑过去[允悲]","0"
"9763","MD_鷰樂_宁","1113","当礼让成为常态，社会就真的进步了。","2"
"9764","湖畔-布衣","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9765","路上_82879","1113","过了马路再感谢好一点","2"
"9766","予凩","1113","怎么有一丝感动","2"
"9767","給块糖就笑的男孩纸","1113","怎么有一丝感动","2"
"9768","环球网招聘","1113","为家长点赞！ 棒！","2"
"9769","忘却力","1113","挺好的，但不现实。每个人都鞠个躬公交车还走不走了","0"
"9770","机动员Adrian","1113","这样的场景很好哦，希望一代更比一代优秀","2"
"9771","平安巴南","1113","这样的家长与孩子值得尊重！","2"
"9772","蓦然惊鸿","1113","善良，是人间的暖阳","2"
"9773","哪来的仙女胆敢入侵我的心河","1113","第一次去浙江的时候，我不知道那边行车全部是礼让行人的，碰到的司机师傅然后我就等他过去，他也在等我，我俩僵持不下到最后他叫我赶紧过去…… 到后来我才知道原来当地车必须礼让行人的。","2"
"9774","吕布直的吕高浒","1113","不提倡这种社会风气，要以法治国。","0"
"9775","艾蒙奥托","1113","不提倡这种社会风气，要以法治国。","0"
"9776","Prime零","1113","深圳这边的公交车都会提前礼让行人的，这给别人暖心的感觉","2"
"9777","抱着佛脚连夜KS","1113","这公车司机真好。。。 深圳的公车司机该学学， 至少变道的时候看看后面的车速[二哈]","0"
"9778","Prime零","1113","这公车司机真好。。。 深圳的公车司机该学学， 至少变道的时候看看后面的车速[二哈]","0"
"9779","ryuhgjk","1113","很好","2"
"9780","达达主义猪","1113","我是一边跑一边树大拇指","2"
"9781","宝安教育edu","1113","言传不如身教，为这样的家长点赞[强]","2"
"9782","抓住了南风","1113","父母是孩子最好的老师","2"
"9783","读者报官方微博","1113","父母是孩子最好的老师","2"
"9784","吸龙女孩今天买票了吗","1113","青岛这个城市我真的超级喜欢，青岛公交也很棒！！","2"
"9785","火川玲","1113","真情巴士！","2"
"9786","不写诗只远行","1113","真情巴士！","2"
"9787","哦这是__Lh","1113","真情巴士！","2"
"9788","东城区网格化服务管理中心","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】近日，山东青岛，一辆公交车在斑马线礼让行人时，一位家长牵着孩子过马路，一边跟孩子说着什么，一遍弯腰教孩子鞠躬致谢。公交公司的工作人员表示，平时礼让常遇到路人竖大拇指的、微笑的，第一次遇到教育孩子感恩的。","2"
"9789","你哈哈哈6335206294","1113","教科书个毛  该做的事被各种夸  到时候做这些事都你不给他鞠躬他反而不爽了  本末倒置","0"
"9790","企图各种自学的宇宙无敌漆","1113","教科书个毛  该做的事被各种夸  到时候做这些事都你不给他鞠躬他反而不爽了  本末倒置","0"
"9791","宁宁佳桑ing","1113","教科书个毛  该做的事被各种夸  到时候做这些事都你不给他鞠躬他反而不爽了  本末倒置","0"
"9792","醒清清","1113","啊 是经常过的一个路口[心]","2"
"9793","岳小颜颜","1113","啊 是经常过的一个路口[心]","2"
"9794","MD_佳期","1113","[心][心][心][心]","2"
"9795","飞同寻常V","1113","最近好多青岛的正能量的事","2"
"9796","小囧卖炭翁","1113","我们这边一个过了马路敬礼的小学生被撞了，因为司机以为过去了，结果停下来敬礼被撞了，好好反省吧，敬礼敬礼，敬出事故来了","0"
"9797","宁宁佳桑ing","1113","[good][good][good][good]","2"
"9798","朴彩英女士今天solo了吗","1113","挺好的呀，也没有耽误交通，又能言传身教","2"
"9799","笑啥呢丨","1113","为什么教小孩在斑马线停留？？不能去了路边再说嘛","0"
"9800","蝶变0515","1113","为什么教小孩在斑马线停留？？不能去了路边再说嘛","0"
"9801","爱马虎就是爱马虎","1113","今年中了双色球，一定去青岛消费！","2"
"9802","ssssskilo","1113","啊好有爱。","2"
"9803","miss球球621","1113","棒棒的","2"
"9804","西瓜吃吗","1113","棒棒的","2"
"9805","lome啊谷谷","1113","真好","2"
"9806","花生酱和切片面包","1113","真好","2"
"9807","巴黎春天-1861905","1113","公交礼让行人，这在郑州到处都是","2"
"9808","海安县司法局海安司法所","1113","教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]","2"
"9809","威海公路在线","1113","教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]","2"
"9810","诚如丝丝所说","1113","开局正能量 结尾爆脑浆","0"
"9811","下城区检察院","1113","小小的举动却很暖人！","2"
"9812","随时可能被异常","1113","小小的举动却很暖人！","2"
"9813","风风城","1113","不应该赶紧走么，太做作","0"
"9814","江安柠","1113","黄岛这的公交师傅都挺好的，经常礼让行人","2"
"9815","假面之三","1113","哪天评论里杠精的回复少了，也是社会的一大进步[嘻嘻]","2"
"9816","樱桃小鱼上的晴天","1113","哪天评论里杠精的回复少了，也是社会的一大进步[嘻嘻]","2"
"9817","钠镁铝钙","1113","哪天评论里杠精的回复少了，也是社会的一大进步[嘻嘻]","2"
"9818","须尽欢_小满","1113","哪天评论里杠精的回复少了，也是社会的一大进步[嘻嘻]","2"
"9819","小陆-明天也很困","1113","身在杭州我表示十分正常","2"
"9820","深海里的星011","1113","真棒！","2"
"9821","微笑朗月","1113","清流传扬","2"
"9822","Immomonica","1113","去韩国日本都是这样，小孩子会鞠躬跟你说谢谢","2"
"9823","鱼儿的海洋是胸怀","1113","斑马线还是有存在意义的。虽然教育重要，但我觉得没必要在斑马线停下来敬礼。","0"
"9824","Immomonica","1113","去韩国日本都是这样，小孩子会鞠躬跟你说谢谢","2"
"9825","鱼儿的海洋是胸怀","1113","斑马线还是有存在意义的。虽然教育重要，但我觉得没必要在斑马线停下来敬礼。","0"
"9826","永春县卫生局卫生监督所","1113","这是妈妈最美的时刻，文明交通，相互礼让，有序通行！","2"
"9827","马甲宜好","1113","不是我想杠，这样不好，这样是在告诉孩子，没事儿车辆都会让着你，你只需要鞠躬谢谢就好了，为什么不教孩子等车没那么近，足够他走过马路的时间在过呢？不是所有的司机都会礼让的！别给孩子所有的车都会让他的错觉，让他没有安全意识","0"
"9828","万州中公教育","1113","点赞！[赞啊]","2"
"9829","千百料","1113","现在新闻不是新闻了，记得很久之前就看过这个消息","0"
"9830","半壶龙井","1113","现在新闻不是新闻了，记得很久之前就看过这个消息","0"
"9831","不写诗只远行","1113","现在新闻不是新闻了，记得很久之前就看过这个消息","0"
"9832","簌簌清河","1113","现在新闻不是新闻了，记得很久之前就看过这个消息","0"
"9833","叮铃嘀哩","1113","很有礼貌，但没必要，你早点过马路让我也早点开车","0"
"9834","簌簌清河","1113","真暖心","2"
"9835","一池一洋","1113","挥手致意就可，这样很浪费时间！","0"
"9836","都是纸老虎哦哦","1113","打个大拇指更合适","2"
"9837","张山义zsy","1113","说实话，我开车也会礼让，但是我觉得她跟我整这么一出，很浪费我的时间啊","0"
"9838","lady花咕咕","1113","说实话，我开车也会礼让，但是我觉得她跟我整这么一出，很浪费我的时间啊","0"
"9839","杨兮兮ok","1113","我能小声的说一句吗 ----可以教如何---举个小爱心吗？ 大家都鞠躬虽然很有礼貌.....可是中国人多啊！不要浪费师傅的时间。。","0"
"9840","斜风细雨浪荡人","1113","浪费时间，点头跑过去","0"
"9841","熬夜早起","1113","青岛黄岛开发区所有的车都礼让行人，真的超级好！！！","2"
"9842","斜风细雨浪荡人","1113","浪费时间，点头跑过去","0"
"9843","熬夜早起","1113","青岛黄岛开发区所有的车都礼让行人，真的超级好！！！","2"
"9844","翻滚吧猪首","1113","济南公交司机也很好，有一次就我一个人过马路也还是远远停车，招手让我先过，有时候还会停一下等着跑过去赶车的人，希望全社会都充满这种礼让和温暖。","2"
"9845","浙江省余姚市兰江中学","1113","转发微博","1"
"9846","欧谢特","1113","出现这种行为才真他妈是悲哀，人行横道前车辆停止让行是基本规则，现在反而成了“恩赐”？","0"
"9847","信步人间的孩子","1113","河南时投，石头理财，受害三万人，待收三十亿多，跪谢崔老师帮忙发声，现在立案在杭州余杭区，进展缓慢迟迟不发进展","0"
"9848","穆立庆","1113","礼让值得尊敬，但是有些公交司机能不能左转弯的时候别插队，白实线还硬来","0"
"9849","撒滴我","1113","教育孩子，但是不要耽误行走","0"
"9850","佩佩佩TONG讨厌白开水无色又无味","1113","斑马线礼让行人 难道不是正常的交通规则嘛","0"
"9851","依旧痴喜","1113","斑马线礼让行人 难道不是正常的交通规则嘛","0"
"9852","不写诗只远行","1113","斑马线礼让行人 难道不是正常的交通规则嘛","0"
"9853","Yu丶JYY919","1113","满满正能量！[爱你]","2"
"9854","IknowObersguppenfuhrer","1113","满满正能量！[爱你]","2"
"9855","海海洋饼干","1113","这才是和谐社会","2"
"9856","你又胡扯了","1113","正确的做法应该是，快速通过后在人行道上面向司机鞠躬致谢，在斑马线上行礼，一是影响同行效率而是有安全隐患","0"
"9857","泗县卫计委","1113","[good]","2"
"9858","Blessing-岁月","1113","[good]","2"
"9859","Blessing-岁月","1113","年轻人不要为了减肥而不吃早餐，我国每年都有2000万人得胃炎，胃癌，很大一部分原因是没有及时吃早餐。阿里巴巴早餐计划，每年发放20亿早餐补贴来鼓励您及时吃早餐。支付宝扫码领取补贴，搜索“”544340840“”用于早餐消费，答应我，好好照顾自己","2"
"9860","和谐双塘","1113","转发微博","1"
"9861","修仙的土豆","1113","我一般都是低头 招个手 微笑","2"
"9862","切格瓦闹","1113","泰国曼谷国家博物馆门口有一个路口没有红绿灯只有人行道 学生们从那过 往马路边一站车就停了 学生们过去时都给司机鞠躬 我和女朋友跟在后面不自觉也给鞠躬了 和谐是相互谦让换来的","2"
"9863","Z497441034X","1113","泰国曼谷国家博物馆门口有一个路口没有红绿灯只有人行道 学生们从那过 往马路边一站车就停了 学生们过去时都给司机鞠躬 我和女朋友跟在后面不自觉也给鞠躬了 和谐是相互谦让换来的","2"
"9864","先至教育有限公司","1113","父母是孩子最好的老师","2"
"9865","v-ant","1113","赶紧过去就是最好的感谢了吧","2"
"9866","嗨aaaaaa代道长","1113","赞","2"
"9867","佛的小胖","1113","[赞]","2"
"9868","萌丑小姐姐","1113","不错","2"
"9869","古月林夕1990","1113","转发微博","1"
"9870","化蛹成蝶奔向正能量","1113","唉！现在知道教孩子感恩的家长少啦！","0"
"9871","天才may","1113","不知道正不正确，因为在马路上带着孩子停留还是有危险的，个人观点","0"
"9872","Z497441034X","1113","这是我们黄岛的公交车，跟市区的不是一家","1"
"9873","LwlW文","1113","这是我们黄岛的公交车，跟市区的不是一家","1"
"9874","小夜寒风","1113","我只想说，赶紧走吧","0"
"9875","飞羽轩团队","1113","好棒哒家长好懂事哒孩子司机辛苦啦[给你小心心][给你小心心][给你小心心]","2"
"9876","不写诗只远行","1113","好棒哒家长好懂事哒孩子司机辛苦啦[给你小心心][给你小心心][给你小心心]","2"
"9877","飞羽轩团队","1113","好棒哒家长好懂事哒孩子司机辛苦啦[给你小心心][给你小心心][给你小心心]","2"
"9878","Optimistic_Yao","1113","好棒哒家长好懂事哒孩子司机辛苦啦[给你小心心][给你小心心][给你小心心]","2"
"9879","樱花海盐冰激凌","1113","能赶紧过去吗？？？大马路上鞠躬？？还教科书式教育？？？大家都停下来鞠躬司机怕是要疯。","0"
"9880","扶我起来我还能继续吃","1113","能赶紧过去吗？？？大马路上鞠躬？？还教科书式教育？？？大家都停下来鞠躬司机怕是要疯。","0"
"9881","春日穹","1113","能赶紧过去吗？？？大马路上鞠躬？？还教科书式教育？？？大家都停下来鞠躬司机怕是要疯。","0"
"9882","春日穹","1113","能赶紧过去吗？？？大马路上鞠躬？？还教科书式教育？？？大家都停下来鞠躬司机怕是要疯。","0"
"9883","一只鹅eeee","1113","这个地方不管是几路公交都会礼让行人[心]每学期要从这经过好多次","2"
"9884","无敌小飞菜","1113","社会就是多需要司机和那对母子，最近娱乐新闻太多了缺少正能量。我们应该少关注娱乐新闻，去发现社会中的美！","2"
"9885","化作狗尾巴草","1113","平常我过马路都是看车还很远，我就想让他们先过，在一边等候，但是遇过很多司机让我先过，我也很感激他们。","2"
"9886","贵心安乐道法自然","1113","笑笑，点头，挥手也都行，感恩和与人为善很重要[中国赞]","2"
"9887","夜雨_深深","1113","好可爱的妈妈和宝宝","2"
"9888","不知道该叫个啥子鬼名字噢","1113","好可爱的妈妈和宝宝","2"
"9889","眼尾传情","1113","家长的行为真的很重要了","2"
"9890","眼尾传情","1113","家长的行为真的很重要了","2"
"9891","李建彬Jonny","1113","家长的行为真的很重要了","2"
"9892","青青2朵","1113","好吧综上所述，一边侧脸微笑点头一边脚下加速奔跑是最佳答案，一点都不累[doge]","2"
"9893","煎饼果子来一套我说鸡蛋你说要","1113","好吧综上所述，一边侧脸微笑点头一边脚下加速奔跑是最佳答案，一点都不累[doge]","2"
"9894","朱彦霖Lindy","1113","我也会鞠躬的啊","2"
"9895","橙宝的小麋鹿","1113","家长素质高，孩子一般也不会差","2"
"9896","就是一个微博名字而已","1113","小豆丁走路还摇摇晃晃的","2"
"9897","刺客阿哲6","1113","小豆丁走路还摇摇晃晃的","2"
"9898","柏拉图wife","1113","当着一切成为人们忽略的常态才是完美。","2"
"9899","TzehoMar","1113","不觉得。","0"
"9900","月徵軒","1113","我们这里只要斑马线上有人，无论是红绿灯，所有车辆都会停！","2"
"9901","潘集公安在线","1113","转发微博","1"
"9902","沐风见余","1113","这小孩真可爱，蹦蹦跳跳的，礼貌也是麻麻教的吧","0"
"9903","是二逗啦","1113","这小孩真可爱，蹦蹦跳跳的，礼貌也是麻麻教的吧","0"
"9904","关公_战秦琼","1113","自从有了“杠精”这个词，原来的杠精们就有了抬杠的新方法，就是一旦看到不同意见，就说别人是杠精……","0"
"9905","Spring雯萌萌","1113","有次我让行，过马路的行人给我比了个大拇指，感觉很暖心。","2"
"9906","释放宝宝发疯","1113","有次我让行，过马路的行人给我比了个大拇指，感觉很暖心。","2"
"9907","__吥莣初訫","1113","暖心[心]","2"
"9908","白水三点原","1113","以身示范是最好的教育","2"
"9909","关公_战秦琼","1113","以身示范是最好的教育","2"
"9910","Jasmine狐","1113","这才是家庭教育","2"
"9911","在那些铭心的夜晚","1113","言传不如身教，身教不如境教","2"
"9912","火舞飞扬2","1113","从小教育孩子要懂得感恩！[强] [强] [强] [强] [强] [强]","2"
"9913","关公_战秦琼","1113","礼让与礼貌均可点赞，但是不分场合，在马路中间行礼鞠躬并无必要，反而有违初衷，司机礼让行人的同时也在盼着行人快点通过，毕竟开车是行路的，不是来看你行礼的。 适可而止，相互关照，相信越来越美好！","2"
"9914","摔角小馒头","1113","礼让与礼貌均可点赞，但是不分场合，在马路中间行礼鞠躬并无必要，反而有违初衷，司机礼让行人的同时也在盼着行人快点通过，毕竟开车是行路的，不是来看你行礼的。 适可而止，相互关照，相信越来越美好！","2"
"9915","摔角小馒头","1113","礼让与礼貌均可点赞，但是不分场合，在马路中间行礼鞠躬并无必要，反而有违初衷，司机礼让行人的同时也在盼着行人快点通过，毕竟开车是行路的，不是来看你行礼的。 适可而止，相互关照，相信越来越美好！","2"
"9916","兰亭序200810","1113","我们中华几千年道德文化礼让三先先三让理这种文化延续的传播，对于我们泱泱拥有几千年道德文化的中国因该很普遍的，可是如今变革发展的社会对于道德文化传播却很稀罕了。到底是谁一直在误导我们中国几千年道德文化！都是你们媒体电视台记着各大网站写作者整天没事就喜欢围绕着娱乐圈的那点屁事写作爆料","0"
"9917","王译天","1113","社会效率不会因此降低吗？[思考][思考][思考]","0"
"9918","alliswell-24","1113","少年强则中国强","2"
"9919","龟儿子_YUZX","1113","行车礼让不是应该的吗？在某国这么受重视 还得鞠躬，666666666","0"
"9920","Aspecialooo","1113","家佳源门口的人行道！太熟悉了！去健身房每次都要走这边！每次过马路无论车多车少 放心大胆的走斑马线就行 黄岛说不上别的什么好 但公交司机是真的好！每次都会主动让路 很耐心！有时候可以看到司机和路上行人简单的动作或是手势交流 会突然觉得这个世界好温暖 搞得自己好几次差点在大马路上飙泪 [泪]","2"
"9921","窗前听雨","1113","现在是韩日的礼仪，今天中国怎么丢了？","0"
"9922","沉晨晓","1113","现在是韩日的礼仪，今天中国怎么丢了？","0"
"9923","夜行野陵","1113","评论里有不少人觉得司机给你让你赶紧过就是了，这是什么自私观点，表达感谢也就几秒钟的事，人家给你让了你不表示感谢就算了还自以为赶紧过就是对别人的感谢，简直自以为是","0"
"9924","wenwenyaya妞儿","1113","抱娃过马路时，遇到礼让的司机，我也想谢一下，但斑马线上实在不敢逗留，就赶快小跑","0"
"9925","武侯区安全生产","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9926","今天是跑男队","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9927","夜行野陵","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9928","过去的曾经微笑","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9929","延长县人民检察","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9930","被夺命的鬼","1113","每次我都是点头再摆手 以示谢意","2"
"9931","罪恶之明","1113","我觉得最好的方式就是教会孩子守规矩懂礼貌，别人让行就尽快安全通过，鞠躬可以有，但不是必要，就如评论里说的，哪天让行不再是新闻，才是真的进步！","2"
"9932","天天天cai","1113","点赞","2"
"9933","冷眸_24750","1113","言传身教[赞]","2"
"9934","Mr芥末","1113","行人心存感激即可，不必为此耽误时间。鞠躬感谢，过于教条，形式主义。此后，东施效颦者，哗众取宠者，抖音快手上，大有人在。","0"
"9935","成华统建","1113","父母是孩子最好的榜样！","2"
"9936","草莓草莓HyukJae","1113","父母是孩子最好的榜样！","2"
"9937","在路上20000000009","1113","[good]","2"
"9938","清心水浮莲","1113","言传身教[鲜花][鲜花][鲜花]","2"
"9939","98三月雪","1113","赞！","2"
"9940","草莓草莓HyukJae","1113","划重点了！！！ 这可能是下一次模考的作文素材[跪了]","2"
"9941","ohkyou","1113","我开车也这样，经常有人给我竖大拇指，那种感觉只有车让人的司机才会懂。[心]","2"
"9942","风中尼尼","1113","这样的人家教育出来的孩子不会差[鼓掌][鼓掌]","2"
"9943","科幻世纪","1113","这种视频我一般不点开，太特么尬了[允悲]","0"
"9944","草莓猴","1113","这种视频我一般不点开，太特么尬了[允悲]","0"
"9945","温江检察","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9946","爱摄影的小王","1113","这个时候才真的需要说谢谢，但你要拿钱去工作，说不说你都应该把事情做好，因为你已经收到了你做的事情的酬劳。","2"
"9947","武侯环城生态区管委会","1113","【教科书式教育！公交车礼让行人，家长教孩子鞠躬致谢[赞]】","2"
"9948","依111111依","1113","黄岛家佳源附近[doge] 真心感觉黄岛的真情巴士做得好[doge]不光在礼让行人方面","2"
"9949","玄武民政","1113","父母是孩子最好的榜样。","2"
"9950","徐州共青团","1113","“礼貌使有礼貌的人喜悦，也使那些受人以礼貌相待的人们喜悦。”[good][good]","2"
"9951","啊东啊东一棵葡萄树","1113","本意没毛病，方式真的要改进。 作为行人，对特别急刹就为了让我过马路的，我会快步离开，点头致意就好。 作为司机，不求什么，只希望你能走快点","0"
"9952","济南市中法院","1113","转发微博","1"
"9953","田园教育综合体","1113","这个有点点过了","0"
"9954","御树林风","1113","这个有点点过了","0"
"9955","你没有以前可爱了","1113","[赞][赞][赞]很棒的教育","2"
"9956","午夜的南风","1113","司机礼让行人，行人鞠躬致谢，说明这个社会在进步！","2"
"9957","我和枫","1113","其实我感觉路边等更安全，因为从公交车前过去，后面的车根本看不到你们。","0"
"9958","藝shu細菌","1113","墨迹啥呢，浪费时间","0"
"9959","哪天的饺子","1113","过头了。机动车礼让行人的时候，行人快走几步就是最直接有效的互相尊重的表达。","0"
"9960","尹man少爷","1113","过头了。机动车礼让行人的时候，行人快走几步就是最直接有效的互相尊重的表达。","0"
"9961","轻风xuan","1113","可能快过年了大家比较忙，过斑马线时好多车都不让了，偶都等车都过去才敢过马路","0"
"9962","单身的你我","1113","感谢是很暖，但是还是快点过去比较好，不然很容易发生危险，这个司机礼让行人，不代表别的也会礼让，在马路上这样是有点危险","0"
"9963","violetzhou0123","1113","车辆礼让行人，家长教孩子学会感谢。","2"
"9964","遇见了--你","1113","正能量","2"
"9965","Angelababy又买热搜了","1113","真情巴士？？？","2"
"9966","四舍五入wu美伊","1113","好棒！","2"
"9967","我是你想要的了解","1113","我觉得最好的谢意就是在保证安全的情况下小跑过马路。","1"
"9968","汇港健康","1113","言传身教！","2"
"9969","想要一只狗狗的懿","1113","这位妈妈跟孩子都是天使[太开心]","2"
"9970","J三点水0607","1113","点赞[鼓掌][鼓掌]","2"
"9971","心兰芷水-梦","1113","以身作则，身体力行，耳濡目染，这才是最好的教育~","2"
"9972","珊珊1059706036","1113","漂亮","2"
"9973","秀才阿哲","1113","漂亮","2"
"9974","a元百","1113","漂亮","2"
"9975","茶人养成记","1113","漂亮","2"
"9976","ChouchouChoi-MADE","1113","我通常都是走快点，不给后面的车辆添麻烦[允悲]，不过这个行为真的很暖！这才是言传身教吧","2"
"9977","a元百","1113","我通常都是走快点，不给后面的车辆添麻烦[允悲]，不过这个行为真的很暖！这才是言传身教吧","2"
"9978","小胖友Mia","1113","人流不大的斑马线礼让问题不大，但人流大的地方说实话就很难做到礼让，还是需要装人行红绿灯","1"
"9979","Evans_free","1113","人流不大的斑马线礼让问题不大，但人流大的地方说实话就很难做到礼让，还是需要装人行红绿灯","1"
"9980","乘着美好翅膀","1113","人流不大的斑马线礼让问题不大，但人流大的地方说实话就很难做到礼让，还是需要装人行红绿灯","1"
"9981","GAI周圆黑粉头子","1113","[作揖]","2"
"9982","春晓的屋","1113","礼让行人好","2"
"9983","繁华过后逆天而行555","1113","严传身教，树立好的榜样","2"
"9984","北平西苑","1113","开发区世纪商城南面！ 孩子将来一定有出息。","2"
"9985","图图的楚楚","1113","家庭是最重要的学校。","2"
"9986","清蒸牛板筋","1113","本来走过去公交车也好赶紧走，这下还得等他鞠完躬，要鞠躬请走到路边再鞠，不一定非得让司机看到，这种作秀真是烦透了","0"
"9987","a元百","1113","感谢你不杀之恩，我们这小城市，行人绿灯时，右转汽车根本一点都不带理你的，能别则别，能挤则挤，也不知道他们急个什么?_行人走慢了还使劲按喇叭","0"
